Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : TransformingComparator, Fields Without Getter : [Decorated, SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : FixedOrderComparator, Fields Without Getter : [Counter, IsLocked, SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparatorChain, Fields Without Getter : [ComparatorChain, OrderingBits, IsLocked, SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : BooleanComparator, Fields Without Getter : [TRUE_FIRST, TrueFirst, FALSE_FIRST, SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ReverseComparator, Fields Without Getter : [SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : NullComparator, Fields Without Getter : [NullsAreHigh, NonNullComparator, SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4,  Class : ArrayStack, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4,  Class : ArrayStack, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : TransformedMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4,  Class : ArrayStack, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : UnmodifiableSortedMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4,  Class : ArrayStack, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : ReflectionFactory, Fields Without Getter : [CollectionFactory, SerialVersionUID, ValuesView]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4,  Class : ArrayStack, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4,  Class : ArrayStack, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : SingletonValues, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4,  Class : ArrayStack, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : UnmodifiableEntry, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4,  Class : ArrayStack, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : LinkedMapList, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4,  Class : ArrayStack, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : TransformedSortedMap, Fields Without Getter : [SerialVersionUID]
